livre.chapitre.verset,Bafia
1CO.4.14,"Nsoò ǹkàniì mìni fɔlɔɔ, ki yin lɛ nfa mìni ǹtoòrìɗ, ki ri lɔŋ lɛ nɗeɓ mìni yɛ̀ɛ ɓɔn ɓɛm ɓɛ nɗem. "
1CO.4.15,"Ɓisuulɛ nsoò ɓyàa rì rì ɓɛ̀rèsàg ɓɛ̀tɔɔsìm ǹtɛ̀ɗ ɓi cɛɓ ki ɓi ghɛghɛɓ ɓi Kiris ɓi ɗùm, ɓì yin lɛ ɓì ɓa rì ɓɛ̀seŋi kìtuu, lɛ mɛ̀ yɛɛ yali mìni ɓi Yeesus Kiris ɓi ɗùm, rì Syeesyee à Ɓɔlɛ ànɛ ǹghagsìghà mìni. "
1CO.4.16,"Fɔɔnnɛ ǹtɔɔgh min mini lɛ, ɓi pisɛn mɛ̀. "
1CO.4.17,"Ɓisuu kiɓan kiǹ nnɛ ǹɗomgày mìni Timote á man wɛm̀ à ǹɗem ànɛ ǹɗì rì ǹtyweeyi ri nyi ɓi rìgherɛ̀n; nnyɛɛ ri mìni biì yitii ɓiɓan ɓi mɛ̀ɛ nnɔ̀ɔnɔɔ̀tì ɓi cɛɓ kɛ̀m ki ɓi Kiris, ɓìɓan ɓi nki rèresi jàŋ bimiɗ ɓi ɓìseŋi ɓi Kiris ɓìcèm."
1CO.4.18,Ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wìn ɓɛ ntumɛɛ rìkìkì ɗi ɓidaŋà rì fèg ànɛ lɛ màa kpaŋdi ɓi a lɔ̀ŋkin. 
1CO.4.19,"Wɔ̀lɛ i ki kɔni Kan, di ǹɗì ɓiì fyaŋzii foo ki kpaŋì; fɔɔnnɛ máa yi ɓi lɔŋ lɛ ɓìɓan ɓi ɓɛ̀daŋàdaŋa ɓɛǹ ɓɛɛ̀ kpaakpàà, ǹɗì girig ɓiì yiì com ki ɓɛ ri rì ìtèɗ wulɛ ɓɛ ki. "
1CO.4.20,"Ɓisuulɛ kìlɔ̀ŋ ki Bɛ̀ll ki yin kiɓan ki ɓitòkì ɓi rì ŋwɔm, ki ri lɔŋ kiɓan ki mɛkìkì. "
1CO.4.21,Cɛ ɓi kɔ̀ŋkɔn kɔm̀ lɛ twiɗ? Ɓi kɔ̀ŋkɔn lɛ n-yu a lɔ̀ŋkin ri nkpas gìn n-yuiy lɛ rì ǹkɔ̀nɛ̀n rì nɗem wu tɛ̀tɛ̀rɛ̀ɛ̀?
1CO.5.1,"Ɓɛɛ̀ kpaakpaa jàŋ bimiɗ lɛ kìtɔɓì kiǹ ki ri ɓi nyìinyìm wìn; kiŋcèm ki ki ɓa lèg ànɛ ki ti kɛ̀ kɛɛ̀ ghɛnɛn nsoò a ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n. Lɛ ɓɛɛ̀ kpaaghi lɛ, kìbog ki ɓi nɗaŋ win ki nteri gili seŋì. "
1CO.5.2,"Ɓìdaŋà ɓyɛɛ̀ɓi ɓì kìkì, kɛ̀ ɓi waatɛn ɓilɛ̀ɓì lɛ di ɓɛɛ pisi ŋwaànɛ àa nkìi kìɓan kiǹ ɓi nyìinyìm wìn. "
1CO.5.3,"Ɓi san ànɛ a lɔ̀ŋkɛm̀, nsoò yɛ̀ɛ ǹɗì mìni fìràɓ ri nyoo yɛ̀m, ǹɗì lɔŋ mini jàŋbog ɓi nghay wɛ̀m; fɔɔnnɛ m̀mɛ yɔ̀m ŋwaànɛ àa nkìi rìkuu ɗi kiɓan ɗiǹ, lɔŋ yɛ̀ɛ ɓɛɛ̀ kali lɛ, ǹɗì wɔɔ foo jàŋbog. "
1CO.5.4,"Lɛ ɓi ɗii ɗi Kan Yeesus, rì ɓi-tèɗ wii, tì ri taŋzɛ̀n, mɛ̀ m̀ɓa ɓi nyìinyìm wìn ɓi nghay; "
1CO.5.5,"rìkuu ɗi mum ɗiǹ ɗi ghɛɛ̀sɛɛ lɛ ɓɛɛ kaɓ ɗyɔ rì Satàn,  lɛ mɛ̀mùù mii mɛɛ ɗyaŋ di fɔɔnnɛ nghay wii wɛɛ ghɛǹ cɛɓ ɓi ŋwos a Kan Yeesus."
1CO.5.6,Ɓi kìki ɓidaŋà ɓi zɛy! ɓì yii ɓi lɛ maa nwìɗ lɛsàg à ti à ɓɔgsàg ǹkùŋ wu ɓɛ tɔɓi? 
1CO.5.7,"Pisiina fìɗyàɓ fi nwìɗ fi ɓì ɓaghà rì fyɔ abɛ̀y di fɔɔnnɛ ɓi ɓa ǹkùŋ wu nyɔn wu ɓɛ tɔɓi, lɛ ɓì rì kɛ̀ɛ̀ nwìɗ ɓisuulɛ, ɓɛ mɛ wey Kiris ànɛ à rì maa jɔ̀ɔ̀ wìs a Paskà. "
1CO.5.8,"Nni ti kìina min ticàɓ tiǹ, wɔ̀lɛ tyɛ̀ ki kì tyɔ rì fìɗyàɓ fi nwìɗ, nsoò lɛ nwìɗ a kìɓùùsì, rì à rìgɛn, ti ki tìcàɓ tis tiǹ rì bìrɛs ìnɛ ì yin ɗi nwìɗ, ɓi rìtɛn, rì ɓi saaɗ ɓi ɗùm."
1CO.5.9,"Mɛ̀ɛ ǹkàniì mìni ɓi kaàtà wɛ̀m lɛ, kɛ̀ ɓi ràrɛn ri ɓɛ̀kìì-tìsɔ̀mɔ̀g, "
1CO.5.10,"nni àa ɓɛ̀kìì-tìsɔ̀mɔ̀g ɓɛ ɓi ziinɛ ɓɛ̀cèm nsoò lɛ ɓumɓɛ ɓɛ ri rì kìsee ki-kum, rì ɓɛ̀wiiwìì, nsoò lɛ ɓɛ̀kìì-ɓìnùn ɓɛɛ̀ɓɛ mɛ̀ ǹkpaa lɛ kɛ̀ ɓi ràrɛn ɗi ɓɔ; i fɔɔnnɛ kaa rì, ɓì pɛ̀sɛ̀n nya min yɛɛ ri ɓi ziinɛ. "
1CO.5.11,"Com ki mɛ̀ɛ nkɔ̀ngi lɛ nkpaà mìni ɓi kaàtà wɛ̀m ki nɗì lɛ, ɓì ghɛ̀ɛ̀sɛɛ ɓi kiràrɛɛ ri ŋwaànɛ à rì lɛ, à reèghrèŋɗɛ̀n lɛ Kìristɛ̀n kìɓan kifog à kìkì tìsɔ̀mɔ̀g, à fa nɗem rì ìkum, à kìkì ɓìnùn, à keesì ɓɔlɛ, nyi kìnɔɔ̀-mɛ̀rɔ̀g nsoò lɛ wiiwìì; ɓì ghɛ̀ɛ̀sɛɛ ɓi gi kì ɗisɛɛ ri rìkuu ɗi mum ɗìn. "
1CO.5.12,"Kìɓan ki lɛ n-yɔm̀ ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n ki seesee gì ɓi mɛ, mɛ̀ɛ nti ɓɛ̀roɓɛ ɓɛ ri ɓi rìgherɛ̀n ɓi ɗùm ɓɛɛ̀ɓɛ ɓì ghɛ̀ɛ̀sɛɛ kì yɔ̀mi? "
1CO.5.13,"Ɓɛ̀roɓɛ ɓi dan, Bɛ̀ll à yɔ̀mi gɛ ɓɔ; lɛ ki ri kì kànɛn lɛ: Pisiina kìɓeɓtàg ki mum ɓi nyìinyìm wìn."
1CO.6.1,"Ɓi cɛ nnɛ ɓì ti ɓì kìlàg lɛ, i wààdɛŋ ù paàzii rì gòni, ù kɛ̀n ɗì kìɓan kiǹ a ɓumɓɛ zɛy lɛ ɓɔ yɛɛ yɔm̀ mìni kɔ, kɛ̀ ɓi reŋi ɓɛgherɛ̀n lɛ ɓɔ yɛɛ yɔm̀? "
1CO.6.2,Yɛɛ lɔɔ lɛ ɓì yii ɓi lɛ ɓɛ̀gherɛ̀n ɓɔ yɛɛ ri ɓiì yɔ̀mi ziinɛ? I mìni yɛɛ ghɛɛ̀sɛɛ kì yɔ̀mi ziinɛ lannɛ ɓɔɔ ɓiɓan ɓɛ zɛy ɓɛ ri lɛ ɓɛ yag mìni rìpègsɛ̀n? 
1CO.6.3,Ɓì yii ɓi lɛ tì rì ɓiì yɔ̀mi ɓum ɓɛ titom? Bɔ̀ɓ yaŋ min ɗi ɓìɓan ɓi ɓi cɛɓ ki fɛ? 
1CO.6.4,"Nni la yɛɛ ri min lɛ, i ɓì rì rì paàzì ànɛ à kòmi ɓìɓan ɓi ɓi cɛɓ ki fɛ, ɓumɓɛ kìseŋi ki Kiris ki tɔɔgh ɓi com rì ɓɔ ɓɛɛ̀ɓɛ ɓì rɛsì lɛ ɓɛɛ yɔm̀? "
1CO.6.5,"Ǹkpaa kìɓan kiǹ lɛ ɓi wog ǹtoòrìɗ. Fɔlɔɔ a rèsii yɛɛ lɔɔ lɛ mum à ɗyomzɛ̀n à yin ɓi nyìinyìm wìn nsoò bog, ànɛ à rì rì ìtèɗ wulɛ à pègsɛ̀n kìɓan ki ɓɛgeni wa? "
1CO.6.6,Nni geni ɓɛɛ̀ geni ɓɛ ti ɓɛ rɛɛsàg ɓɛ̀yɔ̀m ɓɛ ki rɛli ɓɛncèm ɓi mis mɛ ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n! 
1CO.6.7,"Ki ka ti zɛ̀ɗ ɓi ɓɛg ànɛ a lɔ̀ŋkin, lɛ ɓi ɓa rì ɓɛ̀kpaaghi-kpaaghi ɓi nyìinyìm wìn; ɓisuucɛ nnɛ ɓì yin kɔm̀ lɛ ɓì nìɗ nɗem lɛ ɓi caɗ kɛ̀ ɓi nɔ̀ɔ̀ti kiɓan ki ŋwaà sɛ̀raagh rì mìni? Ɓisuucɛ nnɛ ɓi yin kɔm̀ lɛ ɓì càɗ lɛ ɓɛɛ pumzi mìni? "
1CO.6.8,"I ù kɛ̀ɛ gì kì fiɓii, lɔŋ mìni yɛɛ̀ kìki ɓiɓan ɓi ɓi ghɛɛ̀sɛɛ ɓi, ɓì yiiyìì ɓyom ɓi ɓum, ɓum ɓɛ̀ncèm lɛ ɓɛ̀geni ɓin. "
1CO.6.9,"Ɓì yii ɓi lɔŋ lɛ ɓumɓɛ ɓɛɛ̀ kìki ɓiɓeɓtàg ɓi ɓiɓan, ɓaa ɓa ɓi ri ìkɔ̀ɔ̀ ɓi kìlɔ̀ŋ ki Bɛ̀ll? Kɛ̀ ɓi pwààrɛn, à tumɛɛ lɛ, ɓumɓɛ ɓɛɛ̀ ghɛghɛɓ cɛɓ ki tifin, à kpaŋ lɛ ɓɛ̀kìì-ɓìnùn, rì ɓɛ̀kìì-tìsɔ̀mɔ̀g, "
1CO.6.10,"rì ɓɛ̀yiɓ ɓɛ ɓɛ ti ɓɛ kɔràg ri ɓɛ̀ro ɓɛ̀yiɓ nsoò lɛ ɓɛ̀baŋì ɓɛ ɓɛ ti ɓɛ kɔràg rì ɓɛ̀ro ɓɛ̀baŋì,  à kɛ̀ɛ̀dì kìkpaŋì lɛ ɓɛ̀wiiwìì, rì ɓumɓɛ ɓɛ ri rì kìsee ki-kum, rì ɓɛ̀nɔɔ̀-mɛ̀rɔ̀g rì ɓɛ̀kìì-tìfena, à kpaŋ lɛ ɓɛ̀zyaàzyaa, ɓumɓɛ̀n ɓɛ̀cèm ɓaa ɓa ɓi ri gàɓ ɓi kìlɔ̀ŋ ki Bɛ̀ll. "
1CO.6.11,"Gàɓ ì ɓum ìdɛŋ ìnɛ ɓi mìni, ì ɓaghà mɛ̀kuu mɛ ɓum mɛ̀n; wɔ̀lɛ ɓɛ sooghà mìni, ɓɛ tɛɛ̀zì mìni, ɓɛ ki kì lɛ ɓi ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll, ɓi ɗii ɗi Kan Yeesus Kiris, rì ìtèɗ wu Ǹghay à Bɛ̀ll wìs."
1CO.6.12,"Ǹɗì lɛ ǹkì com kìcèm ki ǹkɔ̀ni, kìɓan kifog, àa ɓìɓan ɓìcèm ɓyɛɛ ri mɛ̀ rì gɛɓsɛ̀n; ǹɗì lɛ ǹkì com ki ǹkɔ̀ni, nni màa càrɛn ɓi lɛ mɓa ǹkpàn a com. "
1CO.6.13,"Ɓìɗilàg ɓi ri ɓisuu ɗùm, ɗùm ɗi ki ɓa ɓisuu ɓiɗilàg, Bɛ̀ll à rì ɓiì ki yogsii ɓyom ɓi kiɓɛ̀ɛ̀ ɓiǹ; wɔ̀lɛ nyoo ì mum ì yin nkìyɛn ɓisuu cɛɓ ki tifin, ì rì ǹkìyɛn ɓisuu Kan, Kan à ki ɓa ɓisuu nyoo ì mum. "
1CO.6.14,"Nni Bɛ̀ll ànɛ à ghèmzìghà Kan a ɓìloŋ, à ghèmzii gɛ girig ɓìsi rì ìtèɗ wii. "
1CO.6.15,Ɓì yii ɓi lɛ nyoo yin yi ri ɓìkàɓ ɓi Kiris? Nni ǹɗì nya lɛ ǹteɗ ɓìkàɓ ɓi Kiris lɛ nghaasi ɓyɔ ɓìkàɓ ɓi giɓ a rìɓàmɓà? 
1CO.6.16,"Nsoò ŋwos bog! Ɓì yii lɛ syeesyee lɛ ŋwaànɛ à ràrɛɛ rì giɓ a rìɓàmɓà, à ti nyoo bog rì giɓ anɛ̀n, ɓisuulɛ ki ri kìkaliyɛn lɛ: Kìɓɛ̀ɛ̀ ki ɓum ki ri ɓiì ghalì rìmùù ɗìfog. "
1CO.6.17,Wɔ̀lɛ ŋwaànɛ à ràrɛɛ rì Kan ɓɛ ɓiì ɓaa nghay wùfog ɓɛɛ̀ nyi. 
1CO.6.18,"Lɛɛghna cɛɓ ki tisɔ̀mɔ̀g! Lɛ ɓìɓe ɓimbog ɓìcèm ɓi mum à rì lɛ à kì, ɓi ti ɓyɛ̀ kɛɛ̀ kòm nyoo yìì, wɔ̀lɛ i ŋwaà nɔ̀ɔ̀tii cɛɓ ki tisɔ̀mɔ̀g, di à kìi kìɓe ki kɛɛ yogsi nyoo yìì. "
1CO.6.19,"Ɓì yii ɓi lɛ, nyoo yìn i rì naa ì Kìtɛntɛ̀ɛ̀n ki Nghay ki ki ri ɓi mìni, ki Bɛ̀ll à faghà mìni? Fɔɔnnɛ ɓì làmii tì ɓi mìniìɓɔmiɗ. "
1CO.6.20,"Ɓisuulɛ ɓɛ kweɗkà mìni dùne ǹkɛŋɛn yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀; fɔɔnnɛ ɓì ghɛ̀ɛ̀sɛɛ kì kemzii Bɛ̀ll lɛ rì nyoo yin, rì ǹghay win lɛ ɓi ri ɓyom ɓi Bɛ̀ll."
1CO.7.1,"Tì cee min ɓi ɓìɓan ɓi ɓìi ntɔghiì mɛ̀ ɓi kaàtà wìn; ki ri kìrɔɔ lɛ, mum a kɔri kɛ̀ɛ wɛy giɓ. "
1CO.7.2,"Kìɓan kifog, ɓi ɗi lɛ cɛɓ ki tisɔ̀mɔ̀g kɛ̀ kɛɛ̀ sàà, baŋì bimiɗ ì ghɛ̀ɛ̀sɛɛ kìɓaà rì giɓ wiì à nyimìɗ, giɓ bimiɗ à ɓa rì yii wiì. "
1CO.7.3,"Baŋì ì ghɛ̀ɛ̀sɛɛ kì roòzii ɓiɓan ɓìcèm ɓi à ghɛ̀ɛ̀sɛɛ kì kìi giɓ wiì, giɓ a roòzì girig ɓìɓan ɓi à ghɛ̀ɛ̀sɛɛ kì kìi yii. "
1CO.7.4,"Giɓ a làmii ɓi nyoo yìì nyimìɗ, lɔŋ yii yɛɛ lamii yɔ̀, fɔlɔɔ nnɛ baŋì ì làmii ɓi girig nyoo yìì nyimìɗ, lɔŋ giy yɛɛ lamii yɔ̀. "
1CO.7.5,"Ki ghɛɛ̀sɛɛ ɓi lɛ bog a celi roàmbog di ki yin lɛ ɓì ka wooghrɛɛ jɛ̀ɛ̀ lɛ ɓi celɛn ɓi maa cààmɛ̀n lɛ ɓi falɛn ɓi bɔ̀ŋzɛ̀n, ajɛ̀m ìnɛn, ɓì ghɛ̀ɛ̀sɛɛ kì sugtii ki ràrɛɛ, lɛ Satàn kɛ̀ɛ ɓa lɛ à ghɛn kìrɔŋiɗ ki lɛ a feèghrɛn mìni ɓisuulɛ mɛ̀rem min mɛ ɓanɛɛ ɓi. "
1CO.7.6,"Kìɓan ki ǹkpaa kìn, ki yin kiɓan ki ki ghɛɛ̀sɛɛ kìɓaà rì ǹkàŋɗɛ̀n, ki ri lɔŋ kiɓan ki ɓì rì lɛ ɓì kìlàg. "
1CO.7.7,"Ɓi mɛ̀, ǹɗì lɛ ǹkɔ̀n lɛ di ɓum ɓɛ̀cèm ɓaa ɓaa yɛ̀ɛ mɛ̀; nni wɔ̀lɛ mum ncèm à rì rì kìɓan ki Bɛ̀ll à faghà nyi lɛ a kilàg; à fa roànɛ rìkuu ɗi kiɓan ɗi, à fa roàmbog rìkuu ɗi kiɓan ɗidɛŋ."
1CO.7.8,"Mɛ̀ ǹkpaa ɓɛ̀kwɛ̀y rì mɛ̀kpɔɓ mɛ ɓɛ̀yiɓ lɛ, ki ri kìrɔɔ lɛ ɓɛɛ kɔri fɛlɛ yɛ̀ɛ mɛ̀. "
1CO.7.9,"Kìɓan kifog i mɛ̀rem maa mɛ ɓanɛɛ ɓi, ɓɛ ghɛɛ̀sɛɛ kì wɔlɛɛ, lɛ ki pɔɔzii kìɓaà kìrɔɔ lɛ mum a wɔlɛn, à cee lɛ a wuwu dudug."
1CO.7.10,"Ɓi ɓɛ̀roɓɛ ɓɛ ri ɓɛ̀wɔlɛn, ǹfaa ɓɔ ǹsiŋdɛn - nni àa mɛ̀ yɛɛ ki faa ǹsiŋdɛn wuncèm, lɔŋ Kan yɛɛ faa: Giɓ kɛ̀ɛ ghasɛn ri yii wiì; "
1CO.7.11,"i à ki ghasɛɛ rì nyi, à kɔ̀rì kɛ̀ɛ kɛ̀ɛ̀di riwɛy, nsoò lɛ ɓɛ pegsɛ̀n kìɓan ki ki ghasìghà nyi rì yii, fɔlɔɔ nnɛ baŋì ì ghɛ̀ɛ̀sɛɛ ɓi ki nàɓi giy."
1CO.7.12,"Com ki mɛ̀ ǹkpaa ɓum ɓɛmbog ki yin lɛ Kan yɛɛ kalii, lɔŋ mɛ̀ɛmiɗ yɛɛ kpaa, ki ri lɛ: I kìristɛ̀n à rì rì giɓ anɛ à yin ngherɛ̀n, nni giɓ anɛ̀n à gherɛɛ lɛ ɓɛɛ kɛǹ asu ɓɛ ghɛghɛ̀ɓ ǹɗaŋ, nyii ghɛɛ̀sɛɛ ɓi ki nàɓi giɓ anɛ̀n. "
1CO.7.13,"I kìristɛ̀n à giɓ a rì rì yii ànɛ à yin ngherɛ̀n, yii ànɛ̀n à ki gherɛn lɛ ɓɛɛ kɛǹ asu ɓɛ ghɛghɛ̀ɓ naa bog, giɓ anɛ̀n à ghɛ̀ɛ̀sɛɛ ɓi ki ɓèni yii ànɛ̀n. "
1CO.7.14,"Ɓisuulɛ baŋì ìnɛ ì yin ngherɛ̀n ì rì ǹtɛnɛn lɛ giɓ wiì, giɓ anɛ à yin ngherɛ̀n à rì ntɛnɛn lɛ yii wiì à rì kìristɛ̀n; kɛ̀ɛ̀ fɔlɔɔ di ɓɔn ɓin ɓɛ ri lɛ ɓɛ ɓa yɛ̀ɛ ɓɔn ɓɛ ɓumɓɛ ɓɛ gherɛɛ ɓi Bɛ̀ll, kɔm̀ lɛ ɓɛ ri ɓɛ̀tɛnɛn ɓi syeesyee à rìkalì. "
1CO.7.15,"I ŋwaànɛ à yin ngherɛ̀n à kɔ̀ni lɛ a ghasɛn rì ŋwaànɛ ɓɛ ri ɓi rìwɛy ɗì nyi, ɓɛ caɗ nyi à ghasɛ̀n; i ki ghɛnɛɛ fɔlɔɔ, ǹgherɛ̀n à baŋì nsoò lɛ à giɓ, à yiìdi nkàŋɛn ɓi rìwɛy ɗìn; lɛ Bɛ̀ll à reŋìghà ɓìsi lɛ ti ghɛɓ ɓi fyòoog ɓi ɗùm. "
1CO.7.16,"Wɔ̀ kìristɛ̀n a giɓ ù yii la nkòo wɔ̀ yɛɛ ghɛɓsii gɛ yii wɔɔ, nsoò lɛ wɔ̀ baŋì ìnɛ ì rì kìristɛ̀n, ù yii la nkòo wɔ̀ yɛɛ ghɛɓsii gɛ giɓ wɔɔ̀?"
1CO.7.17,Kìɓan kifog mum ǹcèm a ghɛɓ lɔŋ ɓi nɗɛli wu Bɛ̀ll à fogà nyi miì yɛ̀ɛ à reŋìghà nyi; ǹsiŋdɛn wu nfafa ɓi ɓìseŋi ɓi Kiris ɓìcèm wɛɛ ri lɔɔ. 
1CO.7.18,"I mum à ɓaghà ǹkɛ̀rɛn yɛ̀ɛ Bɛ̀ll à reŋìghà nyi, à ghɛ̀ɛ̀sɛɛ lɔŋ ki rɔ̀ɓi ɓi kɛ̀rɛ̀n wìì; i ŋwaà ɓaghà kɛ̀ɛ̀ kì kɛ̀rɛɛ yɛ̀ɛ Bɛ̀ll à reŋìghà nyi, à ghɛ̀ɛ̀sɛɛ ɓi ki kɛ̀rɛɛ. "
1CO.7.19,"Kìɓan ki lɛ ŋwaà rì ǹkɛ̀rɛn nsoò lɛ à yin ǹkɛ̀rɛn, ki ghɛɓsii ɓi com, lɔŋ rìɓèŋ ɗi ɓidɔ̀gsɛna ɓi Bɛ̀ll ɗyɛɛ ghɛɓsii. "
1CO.7.20,Fɔɔnnɛ mum ǹcèm à ghɛ̀ɛ̀sɛɛ kì rɔ̀ɓi ɓi nɗɛli wu à ɓaghà miì ɓi cààmɛ̀n ki Bɛ̀ll à reŋìghà nyi. 
1CO.7.21,"I Bɛ̀ll à reŋìghà wɔ̀ di ù rì ǹkpàn, ǹɗem wɛ̀ kɛɛ̀ cɛɛcɛɛ̀rɛ̀n wɔ̀ rì rìɓa ɗìn, wɔ̀lɛ i ù rì rì bee inɛ lɛ u pɛsɛn ɓi rìkpàn, ù pɛ̀sɛ̀n, kɔ̀ɔ kì wàŋ. "
1CO.7.22,"Ɓisuulɛ ǹkpàn anɛ Kan à mɛ reŋì à yiìdi ɓi rìkpàn, à ti ŋwaà zɛy ànɛ à wooghrɛɛ rì Kan, fɔlɔɔ nnɛ ŋwaànɛ Kan à reŋìghà di à yin ǹkpàn, à ti ǹkpàn a Kiris. "
1CO.7.23,Dùne ì gòri yìn ì rì ǹkɛŋɛn fɔɔnnɛ ɓì ghɛ̀ɛ̀sɛɛ ɓi ki ɓaà ɓɛ̀kpàn ɓɛ ɓum. 
1CO.7.24,"Ɓɔɔsoŋ̀, ki ghɛɛ̀sɛɛ lɛ mum ǹcèm a ghɛɓ lɔŋ ɓi mis mɛ Bɛ̀ll ɓi nɗɛli wu à ɓaghà miì ɓi cààmɛ̀n ki yɛ̀ɛ Bɛ̀ll à reŋìghà nyi."
1CO.7.25,"Ɓi san ànɛ a ɓɔɓti ɓɛ ɓɛ ka wɛɛyi ɓi, ǹ-yin ɗi bimiɗ à ǹsiŋdɛn ànɛ à rìì yɛ̀ɛ Kan, kìɓan kifog, ɓi rìɓa ɗi ǹɗì mum ànɛ kìrɔɔ̀-ǹɗem à Bɛ̀ll à kìghà lɛ mɓa mum ànɛ ɓɛ ghɛɛ̀sɛɛ kì tyweeyii, ǹkpaa lèg ànɛ yɛɛ rìghɛn ɗyɛ̀m ɗi ri. "
1CO.7.26,"Com ki ǹghɛɛ lɛ ki rɔɔtɛɛ ki ri lɛ: Yɛ̀ɛ mɛ̀tɔɓ mɛ ri lɛɛ̀gwey ɓigomìnɛ mɛ̀ ǹghɛɛ lɛ, ki ri kìrɔɔ lɛ ŋwaa rɔɓ lɔŋ ɓi nɗɛli wu à rì miì. "
1CO.7.27,"I ù rì rì giɓ kɔ̀ɔ kaa lɛ u ghasɛn ɗì nyi; i ù yin nwɔlɛn, kɔ̀ɔ kaa giɓ ànɛ u wɛy. "
1CO.7.28,"Kaa soo rì fɔlɔɔ, ù kìi ɓi kiɓe di ù wɔlɛɛ. I gɔ̀n ì giɓ inɛ ì yii ɓi baŋì ì kɛ̀ɛ rìwɛy, ì kìi ɓi kiɓe. Wɔ̀lɛ ɓumɓɛ ɓɛ ri ɓɛ̀wɔlɛn ɓɛ ri ɓiì ɓaà rì mɛ̀tɔɓ ɓi cɛɓ kaa, nni mɛ̀tɔɓ mɛ̀n mɛɛ̀mɛ nkɔ̀nkɔn lɛ ɓi lɛg."
1CO.7.29,"Ɓɔɔsoŋ̀, com ki nkɔ̀nkɔn lɛ nkpaà ki ri lɛ, cààmɛ̀n ki ri kìden, à tumɛ̀n ɓigomìnɛ, ɓumɓɛ ɓɛ ri rì ɓɛ̀yiɓ, ɓɛ ghɛɛ̀sɛɛ kì ɓaà yɛ̀ɛ ɓɛ ri kɛ̀ɛ̀ ɓɛ̀yiɓ; "
1CO.7.30,"ɓɛ̀roɓɛ ɓɛɛ rènɗèn ɓɛ ɓa yɛ̀ɛ ɓɛ yin ɓiì rènɗeni, ɓɛ ɓɛɛ nyàànyàà ɓɛ ɓa yɛ̀ɛ ɓɛ yin ɓiì nyàànyaa; ɓɛ̀roɓɛ ɓɛɛ̀ làlag ɓyom ɓɛ ɓa yɛ̀ɛ ɓɛ yin ɗi ɓyɔ; "
1CO.7.31,"ɓɛ̀roɓɛ ɓɛɛ̀ ghɛnghɛn kirɔɔ ɓi ziinɛ, ɓɛ ɓa yɛ̀ɛ ɓumɓɛ ɓɛ ghɛɛ ɓi kirɔɔ, ɓisuulɛ rìɓa ɗi ziinɛ yɛ̀ɛ seeseèrɛ̀n ɗi miì ɗyaa finɛn ti ɓì. "
1CO.7.32,"Mɛ̀ɛ nkɔ̀nkɔn kɔm̀ lɛ, ɓi ɓa kɛ̀ɛ̀ kìɓan ki kɛɛ̀ ɗiɗi mini mɛ̀rem; lɛ nɗem wu ŋwaànɛ à yin nwɔlɛn, wɛɛ̀ cɛɛrag ri ɓìɓan ɓi Kan; ŋwaàncèm ànɛn à ki kaakaa lɛ a ki ɓìɓan ɓi ɓi ri lɛ ɓi puɓsì Kan ǹɗem. "
1CO.7.33,"Wɔ̀lɛ nɗem wu ŋwaànɛ à rì ǹwɔlɛn wɛɛ̀ ɓɔmɓɔm ɓiɓan ɓi ɓi ziinɛ, à ki kaakaa lɛ a puùpùɓsì nɗem wu giy, "
1CO.7.34,"à rì yɛɛ lɔɔ lɛ nɗem fɛ, nɗem fɛnii; fɔlɔɔ yɛɛ ri girig lɛ giɓ anɛ à rì kɛ̀ɛ̀ yii, nsoò lɛ gɔ̀n ìnɛ ì ka yi ɓi ɓɛbaŋì, ɓɛ ri ɓiì foŋì nɗem rì ɓìɓan ɓi Kan, lɛ ɓɛɛ ɓa ɓɛ̀tenɛn lɛ rì ɓi nyoo yaa, rì ɓi mɛ̀ghay maa; wɔ̀lɛ roànɛ à rì ǹwɔlɛn à rì ɓiì fèfeegh ɓiɓan ɓi ɓi ziinɛ, ri bee yi à rì lɛ à puɓsì yii wiì ǹɗem miì."
1CO.7.35,"Ǹkpaa fɔlɔɔ ɓisuu kirɔɔ kin, ki yin lɛ fìram fyɛɛ̀fi ǹɗami mìni, ki ri lɔŋ ɓisuulɛ di ɓi ki ɓìɓan ɓi ɓi ghɛɛ̀sɛɛ lɛ syeesyee, ɓì ki ɓa ɓɛràrɛn ɗi Kan kɛ̀ɛ̀ kìɓan ki ki ri lɛ ki yeèyèèsì mìni."
1CO.7.36,"I mum à ghɛɛ lɛ ki ri ǹtoòrìɗ lɛ gɔ̀n yìì yɛɛ ghay ì cee gbàà ìnɛ giɓ a ghɛ̀ɛ̀sɛɛ miì kì wɔlɛɛ, nni à ghɛɛ lɛ à ghɛ̀ɛ̀sɛɛ yɔ̀ ki faà ɓi rìwɛy, à ghɛ̀ɛ̀sɛɛ kì kìi com ki à kɔ̀ni; fɔlɔɔ a yin kiɓe; ɓum ɓɛ ghɛɛ̀sɛɛ kìwɔlɛɛ. "
