livre.chapitre.verset,Bafia
LUK.6.15,"rì Matyoo, rì Tomas, rì Zyag à man à Alfe, rì Simɔn ànɛ à ɓaghà Zelot "
LUK.6.16,"rì Zyudɛ à man à Zyag, rì Zyudas Iskariyot ànɛ à ki ghalà lɛ à tɔ̀kɛɛ Yeesus."
LUK.6.17,"Nni Yeesus à sɛngày rì ɓɔ, à rɛlì ɓi lɛ̀gsì, jàŋ inɛ coo gwìy ì ɓɛ̀yilàg ɓii i ɓaghà, rì gɛ mum ànɛ à pɛ̀sɛ̀ngày a Zyude, rì a Yorisalɛm, rì ɓi bèn ì rìɓày ànɛ a Tiir, rì Sidɔŋ. "
LUK.6.18,"Ɓumɓɛ̀n ɓɛ yughày lɛ ɓɛɛ wowog ɓìtòkì ɓi Yeesus, à ki wɔ̀ɔ̀zi ɓɔ tìroɓ tyaa, fɔɔnnɛ ɓɛ̀roɓɛ ɓìɓeɓtàg ɓi mɛghay ɓi yeèyèèsìghà, ɓɛ wɔngà girig. "
LUK.6.19,"Ɓum ɓɛ̀cèm ɓɛ kaakààghà lɛ ɓɛɛ kòm nyi, ɓisuulɛ ìtèɗ wudɛŋ wu kpaŋkpàŋgày nyi ɓi nyoo, wu wɔɔ̀wɔ̀ɔ̀zì ɓɔɔ̀cèm."
LUK.6.20,"Fɔɔnnɛ Yeesus à pɛɓsɛ̀ngà ɓɛ̀yilàg ɓii, à kpaa ɓɔ lɛ: Mààgh rì mìni ɓɛ ɓì rì ɓɛ̀soghàsogha ɓisuulɛ kìlɔ̀ŋ ki Bɛ̀ll ki ri kiŋkìn."
LUK.6.21,"Mààgh rì mìni ɓɛ ɓi wowog zày ɓigomìnɛ, ɓisuulɛ ɓì ɓiì wurii! Mìni ɓɛ ɓi rènɗen ɓigomìnɛ, mààgh rì mìni lɛ ɓì rì ɓiì wɔ̀li. "
LUK.6.22,"I ɓum ɓɛ ɓeèzɛɛ mìni, ɓɛ ɓèn mìni, ɓɛ sɛmgì mìni, ɓɛ ki ren mini ɗii ɓi ǹɗaŋ waa, ɓisuu Man à mum, ɓì ɓiì ɓaa rì ɓɛ̀mààgh. "
LUK.6.23,"Nyàànyaana, ɓì ki sànsam ɓi ŋwos anɛ̀n, lɛ mɛ̀lèɓ min mɛ aɗyoo mɛ teghɛɛ lɛɛ̀gwey; lɛ fɔlɔɔ nnɛ ɓɛ̀seŋi ɓaa ɓɛ ɓɛsɛ̀ɛ̀mɛn ɓɛ tɔtɔ̀ɓkà ɓɛ̀kpaŋzì-ɓìɓan."
LUK.6.24,"Wɔ̀lɛ nyìighnyìg rì mìni ɓɛ̀guŋgum, lɛ mìnii ti rì gàɓ yìn i kìnyàà! "
LUK.6.25,"Nyìighnyìg rì mìni ɓɛ ɓì mɛ wuràg ɓigomìnɛ, lɛ ɓì rì wog zày! Nyìighnyìg rì mìni ɓɛ ɓi wɔ̀wɛy ɓigomìnɛ, lɛ ɓì biì ɓaa rì ǹɗemi-kɛŋɛn ɓì ki rèn. "
LUK.6.26,"Nyìighnyìg rì mìni, di ɓum ɓɛ̀cèm ɓɛɛ̀ sɛsɛg mini, lɛ fɔlɔɔ nnɛ ɓɛ̀seŋi ɓaa ɓɛ ɓɛsɛ̀ɛ̀mɛn ɓɛ sɛsɛ̀kà ɓɛ̀pwààpwaà ɓɛ ɓɛkpaŋzì-ɓìɓan."
LUK.6.27,"Wɔ̀lɛ, ǹkalii mìni ɓɛ ɓi wowog mɛ lɛ, keesiina ɓɛ̀bènàbena ɓin, ɓì kì ɓumɓɛ ɓɛɛ̀ ɓèeɓeèzɛ̀n mìni kìrɔɔ. "
LUK.6.28,"Màŋina ɓumɓɛ ɓɛ ti ɓɛ cɛmgì mìni, ɓì ɓɔ̀ŋzàg ɓisuu ɓɛroɓɛ ɓɛɛ̀ tɔtɔɓ mini. "
LUK.6.29,"I mum à ɓoogh wɔ̀ ɓi rìtam ɗi kimɛŋ, fati nyi ɗi weèlem; i ŋwaà ɓàtɛɛ wɔ̀ rìga, càra nyi a teèti bùɓi yɔ̀ɔ̀. "
LUK.6.30,"Mum ǹcèm ànɛ à lɔni wɔ̀ com, faa nyi kɔ̀, fɔɔnnɛ ŋwaànɛ à ɓàtɛɛ wɔ̀ com, kɔ̀ɔ tɔg nyi lɛ a pɛɛ̀zi wɔ̀ kɔ. "
LUK.6.31,"Kìɓan ki ki kɔni wɔ̀ lɛ ɓum ɓɛɛ kilag wɔ̀, wɔ̀ kìlàg girig ɓɔ kɔ̀. "
LUK.6.32,"I ɓi keesii lɔŋ lɛ ɓumɓɛ ɓɛ keesii mìni, kìɓan ki kuurakɛn kaa ɓa ɓi a lɔ̀ŋkin, lɛ ɓɛ̀kìì-kìɓe ɓɛ ti ɓɛ keesàg girig ɓumɓɛ ɓɛ keesii ɓɔ. "
LUK.6.33,"I ɓumɓɛ ɓɛ ti ɓɛ kilàg mìni kìrɔɔ ɓɛɛ̀ɓɛ ɓì ti ɓì kìlàg kìrɔɔ, di ɓì ka ki ɓi kiɓan ki kuurakɛn, lɛ ǹsoò ɓɛ̀kìì-kìɓe, ɓɛ ti ɓɛ kilàg fɔlɔɔ. "
LUK.6.34,"I ɓumɓɛ ɓì yii lɛ ɓɛ ri lɛ ɓɛ leɓ mìni pon ɓɛɛ̀ɓɛ ɓì ti ɓì ɓɔ̀ràg ɓyom, kìɓan kidɛŋ ki kuurakɛn ki yin foo, lɛ ɓɛ̀kìì-kìɓe ɓɛ ti ɓɛ ɓɔràg ɓɛ̀ro ɓɛ̀kìì-kìɓe ɓyom lɔŋ lɛ ɓɛ ri ɓɔ ɓyɔ ɓiì pɛ̀ɛ̀zii. "
LUK.6.35,"Kìɓan kifog, keesiina ɓɛ̀bènàbena ɓin, ɓì kìkì ɓɔ kìrɔɔ, ɓì ki ɓɔ̀rag ɓum ɓyom, kɛ̀ ɓi mìngi tityɛɛ lɛ, ɓɛ ri mìni ɓiì pɛ̀ɛ̀zii ɓyɔ. I ɓì kìi fɔlɔɔ, mɛ̀lèɓ min mɛ ri ɓiì tèghɛɛ, ɓì ki ɓa ɓɔn ɓɛ Bɛ̀ll ànɛ à teŋmɛɛ kɛ̀ɛ̀ vèg ɓisuulɛ, nyii rilàg rì geesɛ̀n ɓi ɓɛg ànɛ a ɓɛ̀tènteǹ rì ɓɛ̀kìì-rìgɛn. "
LUK.6.36,Ɓaana rì ǹɗem wu nyìighnyìg lɔŋ yɛ̀ɛ Seŋi wìn a rì rì ǹɗem wu nyìighnyìg.
LUK.6.37,"Kɛ̀ ɓi ɓa ɓɛ̀yɔ̀mì ɓum fɔɔnnɛ Bɛ̀ll àa yɔ̀m ɓì mini; kɛ̀ ɓi fa ɓum zɔɔ, fɔɔnnɛ Bɛ̀ll àa fa ɓi mini zɔɔ; cenɛɛna ɓɛ̀geni ɓin, fɔɔnnɛ Bɛ̀ll à rì mìni ɓiì cenɛɛ. "
LUK.6.38,"Faana ɓum ɓyom fɔɔnnɛ Bɛ̀ll à rì girig mìni ɓiì faà ɓi coo vèg ìnɛ ì rì ǹɗonɛn lɛ pisa, ì ki ɓa ǹnɔ̀rakɛn, ì rààràà; vèg ìnɛn yɛɛ̀nɛ ɓɛ ri wɔ̀ ɓiì sùùrii ɓyom ɓi ɓàm à kìlàà kɔɔ; ɓisuulɛ vèg ìnɛ ù ti ù fèkì ɓɛ̀ro ɓyom miì, yɛ̀ɛnɛ ɓɛ ri girig wɔ̀ ɓyɔ ɓiì fèegh miì."
LUK.6.39,"Nni Yeesus à teetìghà ɓɔ dàɗkì ìdɛŋ lɛ: Ɗyaŋɗyàŋ à rì nya lɛ à ɓan roɗyaŋɗyàŋ ɓi kìgeŋ, ɓɛ rɔɓ lɛ ɓɛ kpii ɓi ɓɛsɛ̀ɛ̀ ɓɛ̀cèm ɓi rìɓee?"
LUK.6.40,"N-yilàg à yin lɛ à cee ǹɗèsàg wìì, kìɓan kifog, i à kpaŋzɛɛ cilag kii, à rì lɛ à ɓa yɛ̀ɛ ǹɗèsàg wìì."
LUK.6.41,"Ɓisuucɛ nnɛ ù ghɛɛ kìfɛfɛy ki ki ri ɓi ɗis ɗi goni, kɔ̀ɔ ghɛn ǹwɔ̀g wu wu ri ɓi ɗiǹkɔ̀ɔ̀? "
LUK.6.42,"Nsoò lɛ: Lannɛ ù rì lɛ ù kpaa goni lɛ, maasòŋ, kìya m̀pisi wɔ̀ kìfɛfɛy ki wɔ̀ ɓi ɗis, kɔm̀ lɛ ù ghɛɛ ɓi nwɔ̀g wu wu ri ɓi ɗiǹkɔ̀ɔ̀? Wɔ̀ ŋwaà fyɛy fyɛy ɓi ŋwɔm ìghèy ɓi ɗùm! Ka pisi ǹwɔ̀g wu wu ri wɔ̀ ɓi ɗis, di fɔlɔɔ nnɛ u konag kì ghɛɛ̀ yɛ̀ɛ u pisi kìfɛfɛy ki ki ri ɓi ɗis ɗi goni."
LUK.6.43,"Syeesyee à kìte a maà wum ɓi ɓiɓeɓtàg ɓi ɓiɗùn, ǹsoò kìɓeɓtàg ki kite, ki yin lɛ ki wum ɓìsyeesyee ɓi ɓiɗùm. "
LUK.6.44,"Lɛ ɓɛɛ̀ yilag kite kicèm ɓi ɓìɗùn ɓi kɔ. Ŋwaà yin lɛ à kɔs dii ɓi ǹɗyèm wu gay, ǹsoò lɛ à kɔs gin ɓi nɗyèm wu keŋ. "
LUK.6.45,"Syeesyee à mum à ti à kìlàg ɓìɓan ɓi syeesyee lɛ, à rì rì syeesyee à ǹɗem; kìɓeɓtàg ki mum ki kilàg ɓìɓan ɓi ɓeɓtɛn lɛ, ki ri rì kìɓeɓtàg ki ǹɗem, lɛ ŋwɔm wu mum wɛɛ̀ kpaakpaa kiɓan ki ki roni nyi ǹɗem."
LUK.6.46,"Ɓisuucɛ nnɛ ɓi rereŋi mɛ lɛ Kan, Kan, kɛ̀ ɓi ki kì com ki ǹkpaa mìni? "
LUK.6.47,"Ǹɗì lɛ ǹkpaa mìni lɛ, mum bimiɗ ànɛ à yùu a lɔ̀ŋkɛm̀, à wog rìrèsàg ɗyɛm̀, à ki nɔ̀ɔ̀ti ɗyɔ, "
LUK.6.48,"à pisɛɛ ŋwaànɛ à ɓaghà ɓi kìtoŋ ki mɛɛ; à timgà zi, à kpaŋ ɓi rìɓan à ghɛ̀lɛ̀n yì kìtoŋ miì aɗyòò; yɛ̀ɛ don yi mɛnig yi kpagà, poɓɓo à yù kì roŋdɛɛ ɓi mɛɛ mɛǹ, kìɓan kifog, mɛ̀ kɛɛ̀ nyɛ̀ŋɗɛn, lɛ mɛ ɓaghà mɛ̀ toŋɛn lɛ syeesyee. "
LUK.6.49,"Nni wɔ̀lɛ ŋwaànɛ à woogh rìrèsàg ɗyɛm̀, kɛ̀ɛ nɔ̀ɔ̀ti ɗyɔ, à pisɛɛ ŋwaànɛ à saghìghà mɛɛ mii ɓi m̀bume aɗyòò, kɛ̀ɛ tim lɛ a ghɛlɛn yì kìtoŋ ɓi zi i nteɗ. Yɛ̀ɛ poɓɓo à roŋɗɛ̀ngà miì, mɛ ghas kì kpìlaagh, mɛ waàrɛ̀n mɛ̀cèm."
LUK.7.1,"Yɛ̀ɛ Yeesus à lègsìghà kì kalii ɓiɓan ɓi à ɓaghà lɛ a kpaa gwìy ì ɓum ɓɛ kilɔ̀ŋ, fɔɔnnɛ à kɛ̀ngà a Kapɛrinawum. "
LUK.7.2,"Muu Ròmɛŋ àdɛŋ ànɛ à ɓaghà ǹkɔ̀mɛ̀n-ɓɛ̀sujàà, à ɓaghà rì ǹkìì-kìsay anɛ à keesìghà lɛɛ̀gwey; nni ǹkìì-kìsay anɛ̀n à roròɓkà, di à ti ɓiì kɔ̀ɔkɔɔ̀sì. "
LUK.7.3,"Yɛ̀ɛ ǹkɔ̀mɛ̀n-ɓɛ̀sujàà ànɛn à wokà rìkem ɗi Yeesus, nni à pɛ̀sìghà ɓɛ̀sɛ̀ɛ̀mɛn ɓɛ Ɓɛ̀yudɛ̀n ɓɛdɛŋ, à rom ɓɔ a lɔŋ̀kii, lɛ ɓɛɛ kpaa nyi lɛ, à yu kì ghɛɓsii ǹkìì-kìsay wiì. "
LUK.7.4,"Yɛ̀ɛ ɓumɓɛ̀n ɓɛ kpagà Yeesus a nyoo, nni ɓɛ ɓɔŋzàkà nyi, ɓɛ siìrɛ̀n rìkpaa lɛ: Tààta! Ù ghɛ̀ɛ̀sɛɛ kì kìi ǹkɔ̀mɛ̀n-ɓɛ̀sujàà ànɛ kìɓan ki à tɔɔgh wɔ̀ ki, "
LUK.7.5,"ɓisuulɛ, à keesii kìlɔ̀ŋ kis, nnyɛɛ ki togà naa yìs i bɔ̀ŋzɛ̀n. "
LUK.7.6,"Nni ɓɛ sugtɛ̀ngà min ɗi Yeesus, yɛ̀ɛ ɓɛ ɓaghà di ɓɛ ti jàŋbog rì mɛɛ nni ǹkɔ̀mɛ̀n-ɓɛ̀sujàà à romgày ɓɛ̀reŋkàŋ ɓii lɛ ɓɛɛ kpaa Yeesus lɛ: Tɛɛnɛ, kɔ̀ɔ teki ǹtɔɓ wìn; lɛ ǹkpaŋi ɓi rikuu ɗi mum ɗi lɛ ù ɗiŋì ɓi naa yɛ̀m. "
LUK.7.7,"Fɔɔnnɛ màa ghɛɛ lɛ, ǹkpaŋi ɓi ɓi ǹɗɛli wulɛ mɛ̀ɛmiɗ n-yù wɔ̀ jàŋbog, kìɓan kifog, kali lɔŋ jɛ̀ɛ̀ ì ŋwɔm, di ǹkìì-kìsay wɛm̀ a wɔǹ. "
LUK.7.8,"Lɛ mɛ̀ɛmiɗ ǹɗì rì ɓumɓɛ ɓɛ kɔmɛɛ mɛ̀; ǹki ɓa ti ri ɓɛ̀sujàà ɓɛ mɛ̀ ǹkɔ̀mɛɛ; i ǹkpaa adɛŋ lɛ kɛ̀na! à kɛ̀n; ǹki kpaati ambog lɛ a yu, à yù; ǹsoò màa kpaa ǹkìì-kìsay wɛm̀ lɛ, kìya fɛlɛ, à kì fɔlɔɔ. "
LUK.7.9,"Yɛ̀ɛ Yeesus à wokà ɓìɓan ɓi ǹkɔ̀mɛ̀n-ɓɛ̀sujàà à kpaaghà ɓiǹ, à kuuràkà nyi; fɔɔnnɛ à nìmɓɛ̀ngà à fa mis rì gwìy ì ɓum à kpaa lɛ: Mìni ɓum, ǹsoò a Isirayɛl, ǹka ghɛngà ɓi mum ànɛ à rì rì coo rìgherɛ̀n yɛ̀ɛ ɗi ŋwaànɛ. "
LUK.7.10,"Nni ɓumɓɛ ǹkɔ̀mɛ̀n-ɓɛ̀sujàà à romgày, ɓɛ sugtìghà a mɛɛ mii, ɓɛ tanɛ̀n lɛ, ǹkìì-kìsay anɛ à roròɓkà à mɛ wɔ̀n."
LUK.7.11,"Ɓi duri tana, Yeesus à kɛ̀ngà min ɓi bàn ìdɛŋ ɗii lɛ Nayin. À ɓaghà ǹɗaŋ lɛ, rì ɓɛ̀yilàg ɓii, rì coo kituu ki ɓum. "
LUK.7.12,"Yɛ̀ɛ à ɓaghà di à ti jàŋbog rì ìsuunaa wu ɓi rìɗìŋɗàg ɗi bàn ìnɛn, nni ɓɛ kɛnkɛ̀ngà kì ɓomi kìloŋ ki mum; mum àncèm à ɓaghà m̀bobog à man à ǹkpɔɓ wu giɓ wudɛŋ. Ɓumɓɛ ɓi bàn ìnɛn, lɛɛ̀gwey ɓɛ kɛɛ̀kɛ̀ɛ̀zɛ̀ngày ǹɗaŋ rì ǹkpɔɓ wiǹ. "
LUK.7.13,"Yɛ̀ɛ Kan à ghɛngà giɓ anɛ̀n, à wog nyi nyìighnyìg, à kpaa nyi lɛ: Kɔ̀ɔ rènɗen. "
LUK.7.14,"Fɔɔnnɛ à tyoŋdɛ̀ngà, à kòm fìkɔrɔŋ fi kilòn; ɓumɓɛ ɓɛ tɛtɛ̀kà fyɔ ɓɛ rɛlì, Yeesus à kpaa lɛ: Dɛlì ì mum, ǹkpaa wɔ̀ lɛ, pɛ̀sɛn aɗyòò! "
LUK.7.15,"Nni kìloŋ ki pɛsɛ̀ngà kìkɔ̀ɔ̀kɔ̀ɔ̀, ki tumɛn ɓìtòkì, Yeesus à pɛ̀ɛ̀zì nyi rì jɛɛ. "
LUK.7.16,"Ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓaghà wɔɔ, ɓɛ ghɛngà kìɓan kiǹ koŋnyòò. Fɔɔnnɛ ɓɛ keèkèmzìghà Bɛ̀ll ɓɛ kpaakpàà lɛ: Coo ǹkpaŋzì-ɓìɓan a ghɛnɛɛ a lɔ̀ŋkis, rì tì lɛ Bɛ̀ll à yùu kì ghɛɓsii kilɔ̀ŋ kii. "
LUK.7.17,"Fɔɔnnɛ ɓɔlɛ ànɛ̀n à sààghà lɛ rì ɓi zi ì Zyude bimiɗ, rì ɓi ɓìlɔ̀ŋ ɓidɛŋ ɓi ɓi ɓaghà wɔɔ nunùg."
LUK.7.18,Ɓɛ̀yilàg ɓɛ Zyaŋ ɓɛ kɛngà nyi kì kpaà gɛ ɓìɓan anɛ̀n. 
LUK.7.19,"Fɔɔnnɛ Zyaŋ à reŋìghà ɓɛ̀yilàg ɓii ɓɛɓɛɛ̀, à rom ɓɔ yɛ̀ɛ Kan, lɛ ɓɛɛ tɔg nyi lɛ: Wɔ̀ yɛɛ ri nya roànɛ à ghɛ̀ɛ̀sɛɛ kì yùu gìn, ti ɓoŋ̀ɓoŋ tì roàdɛŋ? "
LUK.7.20,"Yɛ̀ɛ ɓɛ kpagà yɛ̀ɛ Yeesus, ɓɛ kpaa nyi lɛ: Zyaŋ Bàɓtis yɛɛ romiì ɓìsi lɛ, tì tɔg wɔ̀ lɛ: Wɔ̀ yɛɛ ri nya roànɛ à ghɛ̀ɛ̀sɛɛ kì yùu, gìn ti ɓoŋ̀ɓoŋ tì ŋwaàdɛŋ? "
LUK.7.21,"Ɓi cààmɛ̀n kɔm̀ kiǹ, Yeesus à wɔ̀ɔ̀zìghà ɓɛ̀roroɓ lɛɛ̀gwey, rì ɓɛ̀lɛnlɛm, rì ɓumɓɛ ɓɛ ɓaghà rì ɓìɓeɓtàg ɓi mɛghay, à ki kì lɛ, ɓɛ̀ɗyaŋɗyàŋ lɛɛ̀gwey ɓɛ ghɛnɛ̀n tì. "
LUK.7.22,"Fɔɔnnɛ à kpaaghà ɓumɓɛ Zyaŋ à romgày ɓɛǹ a lɔ̀ŋkii lɛ: Kɛ̀ɛna kì kpaà Zyaŋ ɓìɓan ɓi ɓì ghɛɛ, rì ɓi ɓì woogh; ɓyɛɛ ri lɛ: ɓɛ̀ɗyaŋɗyàŋ ɓɛ ghɛɛghɛnɛ̀n tì, ɓɛ̀lɛnlɛm ɓɛ kɛɛ̀kɛ̀ɛ̀ lɛ syeesyee, ɓɛ̀kukwiy ɓɛ teètèètì syeesyee à nyoo, ɓɛ̀lɔlɔg ɓɛ woòwòòghrɛ̀n, ɓìloŋ ɓì gheèghèmɓɛ̀n, Syeesyee à Ɓɔlɛ à kaàkàlɛ̀n a ɓɛ̀soghàsogha. "
LUK.7.23,Nni mààgh rì ŋwaànɛ àa kɛ̀ɓtɛn ɓi fiɓàg lɛ mɛ̀.
LUK.7.24,"Yɛ̀ɛ ɓum ɓɛ fìtom ɓɛ Zyaŋ ɓɛ sugtìghà, nni Yeesus à tumɛ̀ngà ɓum rì kpaa ɗi kiɓan ki Zyaŋ, à tɔg ɓɔ lɛ: Cɛ kɛɛ̀ki ɓì kɛ̀ngà kì ghɛɛ̀ ɓi-reɓ? Kìsyòŋ ki fɛ̀ɛ̀fɛ̀ɛ̀ a nyɛ̀ɛnyɛŋzì gìn? "
LUK.7.25,"Nni cɛ ɓi kɛ̀ngà kì ghɛɛ̀, ɓaà yi ɓi ŋwaànɛ à rì ǹɗɛ̀ŋɗɛn lɛ syeesyee? Kìɓan kifog ɓumɓɛ ɓɛ ri ɓɛ̀rɛ̀ŋɗɛn, lɛ syeesyee ɓɛ ki ghɛghɛɓ ɓi-kum, ɓɛ ti ɓɛ kɔràg ɓi mɛɛ mɛ mɛfòm. "
LUK.7.26,"Nni cɛ ɓì kɛ̀ngà min ki ghɛɛ̀? Ǹkpaŋzì-ɓìɓan? Ɛ̀ɛ̀! Ǹkalii mìni lɛ, ŋwaànɛ ɓi ghɛngà ànɛn à cee gì ǹkpaŋzì-ɓìɓan. "
LUK.7.27,Ɓisuulɛ Zyaŋ yɛ̀ɛ rì roànɛ ɓɛ kangà ɓi kaàtà à Bɛ̀ll lɛ: Ghɛna ǹɗomi mum wɛm̀ à fìtom wɔ asu lɛ a pegsɛn wɔ̀ bee.
LUK.7.28,"Ǹkpaa mìni lɛ, ɓi ɓum ɓɛ̀cèm ɓɛ ɓɛ yalɛ̀ngà ɓi ɗùm ɗi giɓ, ŋwaànɛ à cee Zyaŋ à yin; kìɓan kifog siitòn a mum ànɛ ɓi kìlɔ̀ŋ ki Bɛ̀ll à cee nyi. "
LUK.7.29,"Ɓum ɓɛ̀cèm ɓɛ ɓɛ wowòkà ɓìtòkì ɓi Zyaŋ, ǹsoò ɓɛ̀terì-làmpoŋ̀, ɓɛ ghɛngà lɛ Bɛ̀ll à rì lɛ saaɗ; kɛɛ kìghà lɛ, ɓɛɛ kɛǹ, Zyaŋ a ɓaɓti ɓɔ. "
LUK.7.30,"Kìɓan kifog, Ɓɛ̀fàrìzyɛŋ rì ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓi Ɓɛ̀yudɛ̀n ɓɛ ɓengà fèg ànɛ Bɛ̀ll à ɓaghà rì nyi ɓisu waa, yɛ̀ɛ ɓɛ ɓengà kì kɛ̀ɛ lɛ Zyaŋ a ɓaɓti ɓɔ. "
LUK.7.31,Nni ǹɗì lɛ ǹfèg ɓà gbàà ì ɓum ì gɛɛ̀nɛ rì cɛ? Ì pisɛɛ ɓà rìkuu ɗi ɓum aɗi? 
LUK.7.32,"Ì pisɛɛ ɓɔɔɓɔɓti ɓɛ ɓɛ kɔkɔ̀rii ɓi ǹlɛm̀ɓog; ɓɛdɛŋ ɓɛ kakàlì ɓɛ̀geni ɓaa lɛ: Tì mɛ kì lɛ, tì ɓog mìni mɛ̀keŋ, kɛ̀ ɓi ɗyen, tì kɛɛ̀gh mìni kìɓààsì ki riwù, kɛ̀ ɓi ki rèn. "
LUK.7.33,"Lɛ yɛ̀ɛ Zyaŋ Bàɓtis à yùghà, à ɓaghà kɛ̀ɛ ɗi bìrɛs, kɛ̀ɛ ki nɔ mɛrɔ̀g, mìni lɛ, à rì rì kìɓeɓtàg ki ǹghay. "
LUK.7.34,"Man à mum à yùy, à kìkì lɛ, à ɗiɗì, à nɔnɔ̀, mìni lɛ: À rì ǹɗii com, à ki ɓa ti kinɔɔ̀ mɛ̀rɔ̀g, nyi tì rìghan ɗi ɓɛterì-làmpoŋ̀ rì ɓɛ̀kìì-kìɓe. "
LUK.7.35,Kìɓan kifog ɗyomzɛ̀n ɗi Bɛ̀ll ɗi mɛ ghɛnɛn lɛ ɗi ri lɛ saaɗ a ɓɔn ɓii.
LUK.7.36,"Fàrìzyɛŋ adɛŋ yɛɛ reŋìghà Yeesus lɛ a kɛǹ kìɗiì a mɛɛ mii, fɔɔnnɛ Yeesus à ɗiŋìghà ɓi naa ì ŋwaànɛ̀n à kɔ̀rì ɓi ɓìɗilàg. "
LUK.7.37,"Nni ǹkìì-kìɓe a giɓ ànɛ à ɓaghà ɓi bàn ìnɛn à wokày lɛ, Yeesus à rì ɓi ɓyom ɓi ɗiyɛn a mɛɛ mɛ Fàrìzyɛŋ ànɛ̀n; fɔɔnnɛ à yughày rì ɓeŋ à tìrààre ǹɗonɛn lɛ pisa, "
LUK.7.38,"à rɛlì Yeesus ajɛ̀m fɛlɛ̀ a mɛ̀kòò mii, à rènɗèn lèg ànɛ lɛ misì mii mɛ ɓwaŋzìghà mɛ̀kòò mɛ Yeesus. Fɔɔnnɛ à tɔ̀sìghà mɔ rì tyòŋ tii, à lɛ̀ŋlɛ̀ŋ mɔ à ki sisiŋi mɔ tìrààre. "
LUK.7.39,"Yɛ̀ɛ Fàrìzyɛŋ ànɛ à reŋìghà Yeesus à ghɛngà fɔlɔɔ, à fèg ɓi ǹɗem wii lɛ: I Yeesus àa rì ǹkpaŋzì-ɓìɓan, di à rì lɛ, a yi lɛ, giɓ anɛ a kòmkom nyi ànɛ̀n, à rì kìɓeɓtàg ki giɓ. "
LUK.7.40,"Nni Yeesus à kpaaghà ŋwaànɛ̀n lɛ: Simɔn, ǹɗì rì kìɓan ki lɛ ǹkpaa wɔ̀, roànɛn à pɛ̀ɛ̀zì nyi lɛ: Nɗèsàg tòòghrɛn! "
LUK.7.41,"Ŋwaàdɛŋ yɛ̀ɛ tɔtɔ̀kà ɓum ɓɛɓɛɛ̀ ɓɛ̀pon, roànɛ, ɓɛ̀hɔnɗɛ̀ɗ ɓɛtaǹ, roàmbog, dolà ǹtɛ̀ɗ. "
LUK.7.42,"Nni yɛ̀ɛ ɓɛ ɓaghà ɓi ri bee i ǹlèɓɛn nyi ɓɛ̀pon ɓɛǹ, nni à cenɛ̀ngà ɓɔ mɔ̀ɔ̀ni mɛ̀n ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm. Nni ɓi ɓumɓɛ kiɓɛ̀ɛ̀ ɓɛǹ, roàbe yɛɛ ri lɛ à keesì ɓà ŋwaànɛ̀n à cee roàmbog? "
LUK.7.43,"Simɔn à ɓàg Yeesus lɛ: Mɛ̀ ǹghɛɛ lɛ, roànɛ ɓɛ cenɛ̀ngà ɓyoo mɔ̀ɔ̀ni. Yeesus à kpaa nyi lɛ: Ù kpaa saaɗ. "
LUK.7.44,"Fɔɔnnɛ Yeesus à lɔɔ̀ghrɛ̀ngà yɛ̀ɛ giɓ anɛ̀n, à ki kpaa ti Simɔn lɛ: Ù ghɛɛ giɓ anɛ? Màa yùu a lɔ̀ŋkɔɔ, kɔɔ̀ fa mɛ mɛ̀nig mɛ lɛ nsoò mɛ̀kòò miì; wɔ̀lɛ nyii soo mɛ̀ mɛ̀kòò rì misì mii, à ki tɔ̀si mɔ rì tyòŋ tii. "
LUK.7.45,"Yɛ̀ɛ maà kpaŋi a lɔ̀ŋkɔɔ, wàa lɔ̀ri ɓi mɛ, kìɓan kifog, giɓ anɛ à fɔli ɓi loo mɛ̀ rìlɔ̀ɛ̀ɗ ɗi mɛkòò. "
LUK.7.46,"Wɔ̀ wàa siŋii ɓi mɛ mɔ̀ɔ ɓi ǹto, wɔ̀lɛ nyii siŋii mɛ̀ tìrààre ɓi mɛ̀kòò. "
LUK.7.47,"Giɓ anɛ à rèsii coo geesɛ̀n lɛɛ̀gwey ɓisuulɛ, gɛ ɓìɓe wiì à tì ǹcenɛn; kìɓan kìfog ŋwaànɛ ɓɛ cenɛɛ lɛsàg, à ti a rèsàg girig geesɛ̀n lɛsàg. "
LUK.7.48,Fɔɔnnɛ Yeesus à kpaaghà min giɓ anɛ̀n lɛ: Ɓìɓe ɓyɔɔ ɓi ti ɓìcenɛn. 
LUK.7.49,"Nni ɓumɓɛ ɓɛ ɗiɗìghà ǹɗaŋ ri nyi ɓɛ tumɛ̀ngà rìfèg ɓi mɛ̀rem maa lɛ: Rìkuu ɗi mum aɗi ɗyɛɛ ri lɛ, ɗi ɗyɛɛ̀ ceecenɛ̀n ɓum lɛ rì ɓìɓe miì? "
LUK.7.50,"Wɔ̀lɛ Yeesus à kpaaghà giɓ anɛ̀n lɛ: Rìgherɛ̀n ɗyɔɔ ɗi ghɛɓsii wɔ̀, kɛ̀na lɛ fyòoog."
