livre.chapitre.verset,Bafia
ROM.3.16,"Bee bimiɗ ìnɛ ɓɛ fyee miì, ɓɛ càɗ wɔɔ lɛ, rì cuu, ɗì rìkɛŋ."
ROM.3.17,Ɓɛ yisɛɛ ɓi ri cɛɓ ki fyòoog.
ROM.3.18,Ɓɛ yin ɗi ìris wu Bɛ̀ll nsoò lɛsàg ɓi cɛɓ kàà.
ROM.3.19,"Kɔlɛ ɓìsii yii lɛ com kìcèm ki ɓìdɔ̀gsɛna ɓi Bɛ̀ll ɓyɛɛ̀ kpaakpàà, ki ri kì kaliyɛn ɓisuu ɓumɓɛ ɓìdɔ̀gsɛna ɓi lamii, lɛ di mum kɛ̀ɛ ɓa ri kìɓan ki kaliyɛn, rì tì lɛ, di kɛɛ ghɛnɛn lɛ zi bimiɗ ì rì ǹkpìyɛn kiɓan ri Bɛ̀ll. "
ROM.3.20,"Ɓisuulɛ ŋwàdɛŋ àa ghɛnɛn ɓi lɛ saaɗ ɓi mis mɛ Bɛ̀ll, lɛ à ɓègà ɓìɓan ɓi ɓìdɔ̀gsɛna ɓyɛɛ̀ kpaakpàà; ɓìdɔ̀gsɛna ɓyɛɛ̀ ghɛɛghɛɓsì lɔŋ mum lɛ a yi lɛ à kìi kìɓe."
ROM.3.21,"Wɔ̀lɛ ɓigomìnɛ, Bɛ̀ll à mɛ rèsi ɓisi lannɛ à ti à kìlàg lɛ ti ɓa lɛ saaɗ ɓi mis mii, kɛ̀ɛ̀ ɓìdɔ̀gsɛna; kaàtà à ɓìdɔ̀gsɛna rì ɓɛ̀kpaŋzì-ɓìɓan ɓɛ ɓugà kìɓan kiǹ; "
ROM.3.22,"kɛɛ ri rìkì ɗi Bɛ̀ll à ti à kìlàg lɛ ɓum ɓɛɛ ɓa lɛ saaɗ ɓi mis mii lɛ rìgherɛ̀n ɗi ɓɛ gherɛɛ Yeesus Kiris, kìɓan kiǹ ki ri ɓisuu ɓum ɓɛ̀cèm ɓɛ ɓɛ gherɛɛ; ǹlànag wu ki yin miì; "
ROM.3.23,ɓisuulɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ kighà kìɓe fɔlɔɔ nnɛ ɓɛ yin lɛ ɓɛ wuɓsɛ̀n rìkem ɗi Bɛ̀ll. 
ROM.3.24,"Wɔ̀lɛ Bɛ̀ll, ɓi coo geesɛ̀n yìì, à ti à ghaasàg ɓɔ ɓum ɓɛ saaɗ, zɛy rì zɛy lɛ Yeesus Kiris ànɛ à mɛ kwèɗ ɓɔ ɓi rìkpàn. "
ROM.3.25,"Yeesus ànɛ̀n nnɛ Bɛ̀ll à fèkà lɛ a ɓa roànɛ à rì ɓiì sòo ɓiɓe ɓi ɓum rì bwaɓ yii ɓi bee ì rìgherɛ̀n; à kìghà fɔlɔɔ lɛ a resi saaɗ wìì ɓisuulɛ, à càɗkà ɓum kɛ̀ɛ fa ɓɔ deɓ ɓi ɓìɓe ɓi ɓɛ kikìghà abɛ̀y, cààmɛ̀n ki à ɓaghà di à ka kɔn ɓi lɛ bim yiì yɛ̀ɛ resɛ̀n. "
ROM.3.26,"Nni ɓi cààmɛ̀n ki tì ti ki miì Bɛ̀ll a rèresi saaɗ wìì, lɛ a kɔ̀nkɔn lɛ, ɓɛɛ yi lɛ à rì lɛ saaɗ, à ki kì lɛ ɓum ɓɛ̀cèm ɓɛ ɓɛ gherɛɛ Yeesus, ɓɛɛ ɓa lɛ saaɗ ɓi mis mìì."
ROM.3.27,"Nni kìɓan aɗi kɛɛ̀ki ŋwaà rì lɛ à saàsànɛ̀n miì? Kìɓan ki saasanɛ̀n miì ki yin. Ɓisuucɛ? Ɓisuulɛ ɓɛ yii rìɓèŋ ɗi ɓiɗɔ̀gsɛna? Èe èe, lɔŋ ɓisuu righerɛ̀n. "
ROM.3.28,"Lɛ ɓìsiì fèki lɛ mum à rì ɓi ghɛnɛɛ lɛ à rì lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ rìgherɛ̀n, kìɓan kiǹ kɛ̀ kɛɛ̀ ɓa lɛ, rìɓèŋ ɗi à ti à ɓègì ɓìdɔ̀gsɛna. "
ROM.3.29,"Bɛ̀ll à cɔ̀ɔ̀ghrɛɛ nya lɔŋ Ɓɛ̀yudɛ̀n ɓɔrìɓɔ gìn, à rì girig Bɛ̀ll ɓìlɔ̀ŋ ɓimbog? À rì girig Bɛ̀ll à ɓìlɔ̀ŋ ɓimbog a tààkaà. "
ROM.3.30,"Ɓisuulɛ Bɛ̀ll à rì lɔŋ bog, nnyɛ̀ɛ ri ɓiì kìi lɛ Ɓɛ̀yudɛ̀n ɓɛɛ ɓa lɛ saaɗ ɓi mis mii lɛ rìgherɛ̀n, nsoò ɓɛ̀roɓɛ ɓɛ yin Ɓɛ̀yudɛ̀n, ɓɛ ɓa girig lɛ saaɗ ɓi mis mii lɛ rìgherɛ̀n."
ROM.3.31,"Kìɓan kiǹ ki resii nya yɛɛ lɔɔ lɛ tì pisii ìtèɗ wu ɓidɔ̀gsɛna lɛ rìgherɛ̀n? Èe èe, fɔlɔɔ a rì kɔm̀ lɛ tì sììraagh ɓìdɔ̀gsɛna."
ROM.4.1,Cɛ kɛɛ̀ki tì rì lɛ tì kpaatì min ɗi Abiraham à seŋi wìs a ǹsɛ̀ɛ̀ ànɛ ɓi mɛ̀mùù? Cɛ kɛɛ̀ki à fɔ̀ngà? 
ROM.4.2,"I Bɛ̀ll à ghɛngà lɛ Abiraham à rì saaɗ à mum ɓi mɛ̀kìkì mii, di à rì lɛ à saàsànɛ̀n; kìɓan kifog, kɛ̀ɛ sanɛn ɓi mis mɛ Bɛ̀ll. "
ROM.4.3,"Ɓisuulɛ kaàtà à Bɛ̀ll à kpaa lɛ Abiraham à gherɛ̀ngà Bɛ̀ll, kìɓan kiǹ kɛɛ̀ki Bɛ̀ll à ghɛngà nyi miì lɛ à rì saaɗ à mum. "
ROM.4.4,Kɔlɛ mɛ̀lèɓ mɛ ŋwaànɛ à kìi kìsay mɛ yin lɛ ɓɛ kpaa lɛ geesɛ̀n yɛɛ̀nɛ ɓɛ kii nyi; mɛ ri lɔŋ mɛlèɓ mɛ à ghɛ̀ɛ̀sɛɛ kì terì. 
ROM.4.5,"Wɔ̀lɛ i mum à kìi ɓi kisay, kìɓan kifog à gherɛ̀n Bɛ̀ll ànɛ à ti à kìlàg lɛ ǹkì-kìɓe a ɓa lɛ saaɗ ɓi mis mii, rìgherɛ̀n ɗii ɗi ki lɛ Bɛ̀ll a ghɛǹ nyi lɛ saaɗ à mum. "
ROM.4.6,"Kìɓan kiǹ kɛɛ̀ki Davit à rèsii kìnyàà ki ŋwaànɛ Bɛ̀ll à teri lɛ saaɗ à mum, kɛ̀ɛ fiɓi mɛkìkìì mii."
ROM.4.7,"Mààgh rì ɓumɓɛ Bɛ̀ll à mɛ kì lɛ: à càɗ mɛ̀nànì maa, à ki cenɛn ɓɔ ɓìɓe ɓyàa. "
ROM.4.8,Mààgh rì mum ànɛ Bɛ̀ll à ɓàli ɓi kiɓe kii.
ROM.4.9,Nni kìnyàà kiǹ ki ri nya lɔŋ ɓisuu ɓumɓɛ ɓɛ ri ɓɛ̀kɛ̀rɛn gìn ki ri girig ɓisuu ɓɛroɓɛ ɓɛ yin ɓɛkɛ̀rɛn? Tì kalii yì lɛ: Bɛ̀ll à ghɛngà Abiraham lɛ saaɗ à mum ɓisuu righerɛ̀n ɗii. 
ROM.4.10,Kìɓan kiǹ ki kilɛ̀ngà ɓi cààmɛ̀n ki be? Ki ɓaghà di Abiraham à ti ǹkɛ̀rɛn giǹ di à ka yin ǹkɛ̀rɛn? Ki kilɛɛ ɓi di à mɛ kɛ̀rɛ̀n; ki ɓaa lɔŋ di à ka yin ǹkɛ̀rɛn. 
ROM.4.11,"Fɔlɔɔ nnɛ ɓɛ faghà nyi kɛ̀rɛ̀n ɓi sìg à kìrèmzɛnà ki lɛ, à rì saaɗ à mum lɛ rìgherɛ̀n, cààmɛ̀n ki à ɓaghà di à ka kɛrɛn ɓi; kìɓan kiǹ kɛɛ̀ki à rì miì seŋi ɓum ɓɛ̀cèm ɓɛ ɓɛ gherɛɛ, nsoò ɓɛ̀roɓɛ ɓɛ yin ɓɛ kɛ̀rɛn, lɛ di ɓɛɛ ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll. "
ROM.4.12,"À rì tì girig seŋi ɓumɓɛ ɓɛ ri ɓɛ̀kɛ̀rɛn, ɓɛ ɓɛ rɔɓi ɓi lɔŋ lɛ kɛ̀rɛ̀n nyi rì nyi, kìɓan kifog ɓɛ ɓɛɛ̀ nɔ̀ɔnɔɔ̀tì kìfèèghrɛnà ki righerɛ̀n ɗi Abiraham à seŋi wìs a ɓaghà rì ɗyɔ, di à ka kɛrɛn ɓi."
ROM.4.13,"I Bɛ̀ll à kàkà Abiraham rì dòò yii lɛ ɓɛ ri ɓiì fɔ̀ni zi ɓi mɛ̀wus, ǹkàg wiǹ wu falɛ̀ngà ɓi ɓisuulɛ Abiraham à ɓègà ɓìdɔ̀gsɛna; kìɓan kifog Bɛ̀ll à faghà nyi ǹkàg wiǹ lɛ à ghɛngà nyi lɛ à rì lɛ saaɗ ɓi mis mii lɛ rìgherɛ̀n. "
ROM.4.14,"I mum àa tekì mɛ̀wus mɛ ɓi ǹkàg wu Bɛ̀ll à faghà lɛ rìɓèŋ ɗi ɓidɔ̀gsɛna, di rìgherɛ̀n ɗi yin min ɗi gɛɓsɛ̀n, ǹkàg wiǹ wu ɓa com ki zɛy. "
ROM.4.15,"Ɓisuulɛ ɓìdɔ̀gsɛna ɓi ti ɓi syogàg yì bim i Bɛ̀ll, rì tì lɛ mum à yin lɛ à kpì kìdɔ̀gsɛna jàŋ inɛ ɓìdɔ̀gsɛna ɓi yin."
ROM.4.16,"Fɔlɔɔ nnɛ ǹkàg wu falɛ̀ngà lɛ rìgherɛ̀n lɛ di wɛɛ ɓa yɛ̀ɛ rìɓòò ɗi Bɛ̀ll à kìi ɓum zɛy rì zɛy, wu ɓa ɓisuu dòò yi Abiraham yìcèm, wɛ̀ kɛɛ̀ ɓa lɔŋ lɛ ɓisuu dòò yi yɛɛ̀ ɓèŋɓeŋ ɓidɔ̀gsɛna; wu ɓa tì girig ɓisuu ɓɛroɓɛ ɓɛ gherɛɛ lɔŋ yɛ̀ɛ Abiraham à seŋi wìs a ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm à gherɛ̀ngà, lɔŋ yɛ̀ɛ ki ri kìkànɛn lɛ: "
ROM.4.17,"Ǹɗɛsìghà wɔ̀ lɛ u ɓa seŋi à ɓìlɔ̀ŋ lɛ ɓìlɔ̀ŋ. Abiraham à rì seŋì wìs ɓi mis mɛ Bɛ̀ll ànɛ nyii gherɛ̀ngà, Bɛ̀ll ànɛn nnyɛɛ ti à falàg ɓìloŋ cɛɓ, à ki kìlag lɛ com ki ki ka ɓaghà ɓi, kɛɛ ɓa. "
ROM.4.18,"Abiraham à kìghà lɛ, à gherɛ̀n, à ki ɗyàɓag, jàŋ inɛ com ki mum à ɓaghà lɛ à ɗyàɓàg ki ɓaghà ɓi; fɔlɔɔ nnɛ à ghalà seŋi ɓìlɔ̀ŋ lɛ ɓìlɔ̀ŋ lɔŋ yɛ̀ɛ Bɛ̀ll à kpaaghà nyi lɛ: Dòò yɔɔ yi ɓaa gɛ bàlì fɛlɛ. "
ROM.4.19,"Fɔlɔɔ nnɛ rìgherɛ̀n ɗii ɗi fɔghìghà ɓi, kɛ̀ɛ ki foŋ nto ɓi rìɓa ɗi lɛ nyoo yìì i ti ǹtɔ̀gtiyɛn, lɛ à ɓaghà di à ti nunùg bèg mɛ̀tin mɛtaǹ, Sara kɛ̀ɛ ki ɓa ti giɓ a cem ànɛ à sòɓtì cɛ̀y. "
ROM.4.20,"Ɓi nkàg wu Bɛ̀ll à faghà nyi, à tekà ɓi nyoey lɛ a tuùzi, kìɓan kifog rìgherɛ̀n ɗii ɗi fatìghà nyi ìtèɗ, à ki fa Bɛ̀ll rìkem. "
ROM.4.21,A gherɛ̀ngà rì ǹɗem wii wucèm lɛ Bɛ̀ll à rì rì ìtèɗ wulɛ à ki com ki à kàagh lɛ à ɓiì kìi. 
ROM.4.22,Kìɓan kiǹ kɛɛ̀ki Bɛ̀ll à ghɛngà nyi miì lɛ à rì saaɗ à mum.
ROM.4.23,"Wɔ̀lɛ àa ɓisu wii cɛ̀ncii nnɛ ki ri kìkànɛn lɛ, ɓɛ ghɛngà nyi lɛ saaɗ à mum ɓisuu kiɓan kiǹ. "
ROM.4.24,"Ki ri girig kìkànɛn ɓisu wis; ɓìsi ɓɛ rìgherɛ̀n ɗis ɗi ɓiì ki lɛ Bɛ̀ll a ghɛǹ ɓìsi lɛ ɓum ɓɛ saaɗ, lɛ rìgherɛ̀n ɗi tì gherɛɛ roànɛ à ghèmzìghày a ɓìloŋ Kan wìs Yeesus. "
ROM.4.25,"Yeesus ànɛ̀n nnɛ ɓɛ kaɓkà ɓisuu ɓiɓe ɓis, à ghèmɓɛ̀n a ɓìloŋ lɛ di ti ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll."
ROM.5.1,"Yɛ̀ɛ tì ti min ɓumɓɛ ɓɛ ri lɛ saaɗ ɓi mis mɛ Bɛ̀ll lɛ rìgherɛ̀n, tì yiìdi ɓi paàzì rì Bɛ̀ll lɛ Kan wìs Yeesus Kiris. "
ROM.5.2,"Nnyɛɛ mɛ kì lɛ, ti ɗiŋi ɓi geesɛ̀n ì Bɛ̀ll ìnɛ tì ti ìnɛ miì ǹsììrɛn lɛ rìgherɛ̀n, com ki ti nyàànyàà ki ri dyàɓɛn ìnɛ tì rì rì yɔ̀ lɛ tì rì ɓiì ɓaà rì gàɓ ɓi rìkem ɗi Bɛ̀ll. "
ROM.5.3,"Àa lɔŋ foo ri foo, ti nyàanyaàrɛ̀n girig rì mɛ̀tɔɓ mis, lɛ tì yii lɛ ǹtɔɓ wu ti wu kilàg lɛ mum a ɓa rì kìsììrì, "
ROM.5.4,"kìsììrì ki kilàg lɛ, mum a ceè mɛ̀fèèghrɛn, rìcee ɗi mɛfèèghrɛn ɗiǹ, ɗi fogì mum dyàɓɛn ɓi nɗem. "
ROM.5.5,"Fɔlɔɔ nnɛ dyàɓɛn inɛ̀n ì ti yɛ̀ kɛɛ̀ ɓɔ̀ŋ ɓisi ɓisuulɛ Bɛ̀ll à ɗyɛɛghà ǹkɔ̀nɛ̀n wìì ɓi mɛ̀rem mis, rì Kìtɛntɛ̀ɛ̀n ki Nghay ki à faghà ɓìsi."
ROM.5.6,"Ɓisuulɛ, cààmɛ̀n ki tì ɓaghà di tì ka yin ɗi ìtèɗ, Kiris à wughà ɓisuu ɓiɓeɓtàg ɓi ɓum, ɓi cààmɛ̀n ki Bɛ̀ll à siŋdɛ̀ngà. "
ROM.5.7,Ki ɓaghà ǹtɔɓ lɛ mum a gherɛn lɛ a wu ɓisuu mum à saaɗ; mum à ɓaghà nya lɛ à cenɛ̀n lɛ a wu ɓisuu ŋwaànɛ à rì rì syeesyee à ǹɗem. 
ROM.5.8,"Wɔ̀lɛ kìɓan ki Bɛ̀ll a rèsag ǹkɔ̀nɛ̀n wìì ɓi ɓɛg wìs ki ri lɛ: Kiris à wughà ɓisu wis, cààmɛ̀n ki tì ɓaghà di tì kaka ɓɛ̀kìì-kìɓe. "
ROM.5.9,"I bwaɓ yii yi mɛ ka kì lɛ ti ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll ɓigomìnɛ, di rì ɗi lɛ a ghɛɓsi ɓìsi lɛ bim i Bɛ̀ll yɛ̀ kɛɛ̀ kpaŋ a lɔ̀ŋkis. "
ROM.5.10,"Tì ɓaghà ɓɛ̀bènàbena ɓɛ Bɛ̀ll, wɔ̀lɛ à pègsɛ̀ngà paàzì ànɛ lɛ rì ɓìsi rì nyi ɓi rìwu ɗi Man wiì. Nni ɓigomìnɛ yɛ̀ɛ tì ti min lɛ syeesyee rì nyi, cɛɓ ki Man wiì ki ɓiì ghɛɓsii ɓisì. "
ROM.5.11,"Àa lɔŋ foo nyi rì nyi, ti nyàànyaa ɓi Bɛ̀ll lɛ Kan wìs Yeesus Kiris ànɛ à mɛ pègsɛn paàzì ànɛ lɛ rì ɓìsi rì Bɛ̀ll."
ROM.5.12,"Kìɓan kiǹ kɛɛ̀ki yɛ̀ɛ kìɓan ki mum bog à kìghà ki ɗiŋzìghày kìɓe ɓi ziinɛ, rìwu ɗi ki ɗiŋiì lɛ kìɓe, rìwu ɗìn ɗi ki ràm ɓum ɓɛ̀cèm ɓisuulɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ kighà kìɓe; "
ROM.5.13,"lɛ yɛ̀ɛ ɓìdɔ̀gsɛna ɓi ɓaghà di ɓi ka yin, kìɓe ki ɓaghà lɔŋ ɓi ziinɛ wɔ̀lɛ, ki yin lɛ ki ɓalɛ̀n lɛ kìɓe, di ɓìdɔ̀gsɛna ɓi yin. "
ROM.5.14,"Kɔlɛ à tumɛ̀n ɓi Adam à kpaŋ ɓi Moyis, rìwu ɗi ciìzìghà lɛ rì ɓum ɓɛ̀cèm ɓɛ ɓɛ kighà ɓi kiɓe ki Adam à kìghà miì. Adam ànɛn yɛɛ ɓaghà kìfèèghrɛnà ki roànɛ à ghɛ̀ɛ̀sɛ̀ngà kì yùu. "
ROM.5.15,"Wɔ̀lɛ rìnàn ɗi yin com kìfog ɗì rìɓòò ɗi Bɛ̀ll à kìi ɓum; i ɓum lɛɛ̀gwey ɓɛ cuughà ɓi rìnàn ɗi mum bog, bɔ̀ɓ yaŋ ɗi geesɛ̀n rì rìɓòò ɗi Bɛ̀ll à kìghà ɓum zɛy rì zɛy ɓi m̀bobog à mum ànɛ lɛ Yeesus Kiris; rìɓòò ɗi Bɛ̀ll ɗiǹ ɗi ri ɗìkòmɛn ɓum lɛɛ̀gwey à cee fɔlɔɔ. "
ROM.5.16,"Rìsyɔn ɗi ɓi rìɓòò ɗi Bɛ̀ll ɗi yin com kìfog rì rìsyɔn ɗi ɓi kìɓe ki mbobog à mum. Ɓɛ̀yɔ̀m ɓɛ ɓi kìɓe ki kìbog ki mum ki kighà, ɓɛ syɔngà rì ǹcɛ̀m, kɔlɛ rìɓòò ɗi Bɛ̀ll à kìghà ɓum zɛy rì zɛy di ɓɛ mɛ kì ɓiɓe lɛɛ̀gwey ɗi syɔngà lɛ ɓum ɓɛɛ ɓa lɛ sɛɛghisɛɛghi ɓi mis mɛ Bɛ̀ll. "
ROM.5.17,"I rìnàn ɗi kibog ki mum ɗi kighà lɛ rìwu ɗyɛɛ̀ ragɛn, lɛ kìbog ki mum kìn, bɔ̀ɓ yaŋ ri ɓumɓɛ ɓɛɛ̀ teki lɛ rì geesɛ̀n yìì inɛ ì tèghɛɛ, rì rìɓòò ɗi ɓi rìren ɗii ɗi ɓiɓan, ɓɛ ri kì lɛ, ɓɛ ghɛɓ, ɓɛ ki làmi lɛ m̀bobog à mum ànɛ lɛ Yeesus Kiris."
ROM.5.18,"Nni fɔlɔɔ nnɛ yɛ̀ɛ rìnàn dìfog ɗi kighà lɛ ǹcɛ̀m a saà a ɓum ɓɛ̀cèm, fɔlɔɔ nnɛ syeesyee à rìkì bog à mɛ kì lɛ rìɓa ɗi lɛ sɛɛghisɛɛghi ɓi mis mɛ Bɛ̀ll, ɗi ɗi ti ri falàg cɛɓ, ɗyɛè saà girig a ɓum ɓɛ̀cèm. "
ROM.5.19,"Ɓisuulɛ yɛ̀ɛ ǹtoòtèɗ wu kìbog ki mum ki kighà, wu ghaasìghà ɓum lɛɛgwey ɓɛ̀kìì-kìɓe, mɛ̀wog mɛ m̀bobog à mum à kìghà mɛ ri ɓiì kìi lɛ ɓum lɛgwey ɓɛɛ ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll. "
ROM.5.20,"Kɔlɛ ɓìdɔ̀gsɛna ɓi yughày lɛ di kìɓe kɛɛ teghɛn, wɔ̀lɛ jàŋ bimiɗ ìnɛ kìɓe ki ɓaghà kì rììtɛn geesɛ̀n ì Bɛ̀ll ì tèghɛ̀ngà tì ì cee fɔlɔɔ. "
ROM.5.21,"Ɓi lèg ànɛ lɛ, yɛ̀ɛ kìɓe ki ciìcììzìghà ɓum ɗì rìwu, geesɛ̀n ì Bɛ̀ll yɛ̀ɛ làlami rì saaɗ, ɓisuu cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀ lɛ Yeesus Kiris à Kan wìs."
ROM.6.1,"Nni ti kpaà min lɛ cɛ? Tì ghɛ̀sɛɛ nya lɛ tì kɛ̀n asu tì ghɛghɛ̀ɓ ɓi kìɓe, lɛ di geesɛ̀n ì Bɛ̀ll yɛ̀ɛ ɓiìsɛn kì tèghɛɛ a lɔ̀ŋkis? "
ROM.6.2,"Èe èe. Tì rì ɓìloŋ ɓi san ànɛ a kìɓe, nni lannɛ tì rì lɛ tì ghɛɓtì ɓi kìɓe?"
ROM.6.3,"Ɓì yii ɓi lɛ ɓìsi ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ tì ɓàɓtɛ̀ngà ɓi Yeesus Kiris ɓi ɗùm, ɓi rìwu ɗii nnɛ tì ɓàɓtɛ̀ngà lɔɔ? "
ROM.6.4,"Ɓi bàɓtis nnɛ tì ɓòmɓɛ̀ngà ɓi zɔ̀ŋ rì nyi, lɛ ti wu ǹɗaŋ ɗi nyi, di fɔlɔɔ nnɛ ɓìsi girig ti ghɛɓ cɛɓ ki nyɔn fɛlɛ yɛ̀ɛ Kiris à ghèmɓɛ̀ngày a ɓìloŋ ɓi-tèɗ wu rikem ɗi Seŋi."
ROM.6.5,"Ɓisuulɛ i tì ràrɛ̀ngà rì nyi lɛ kɔɔ̀kɔɔ̀ ɓi rìwu ɗi ɗi pisɛɛ ɗiŋkii, tì rì girig ɓiì ɓaà ɓɛ̀ràrɛn ɗi nyi ɓi rìghèmɓɛ̀n ɗi ɓilòŋ ɗi ɗi pisɛɛ ɗiŋkiì. "
ROM.6.6,"Tì ghɛ̀ɛ̀sɛɛ kì konaagh ki yiì lɛ fìɗyàɓ fis fi riɓa fi abɛ̀y fɛlɛ yɛ ɓum, fi ɓaghà fi kpanɛn ɓi kɔrɔs ǹɗaŋ ɗi nyi, lɛ di Bɛ̀ll a waà nyoo ì kìɓe inɛ tì rì rì yɔ̀, yɛ̀ɛ tyɛ̀ ki ɓa ti ɓɛkpàn ɓɛ kiɓè. "
ROM.6.7,"Ɓisuulɛ ŋwaànɛ à mɛ wu, à mɛ lèg ɓi rìkpàn ɗi kiɓè. "
ROM.6.8,"Wɔ̀lɛ i tì wughà ǹɗaŋ ri Kiris, tì rì rì ǹtyweeyi lɛ tì ɓiì ghɛɓì girig ǹɗaŋ ri nyì. "
ROM.6.9,"Tì yii fɔlɔɔ lɛ, à tumɛ̀n yɛ̀ɛ Kiris à ghèmbɛ̀ngày a ɓìloŋ, à yiìdi lɛ à wu tì, rìwu ɗi yiìdi ri ìtèɗ ɓi nyì. "
ROM.6.10,"Lɛ à wughà ɓisan ànɛ a kìɓe gɛ̀n bog ɓi gɛ̀n yicèm, wɔ̀lɛ rìghɛɓ ɗi a ghɛghɛɓ ɓigomìnɛ, a ghɛghɛɓ ɗyɔ ɓisuu Bɛ̀ll. "
ROM.6.11,"Fɔlɔɔ nnɛ mìni girig, ghɛɛna mìniìɓɔmiɗ fɛlɛ yɛ̀ɛ ɓumɓɛ ɓɛ ti ɓìloŋ ɓi san ànɛ a kìɓe, ɓɛ ki ɓa cem ɓisuu Bɛ̀ll, ɓi Yeesus Kiris ɓi ɗùm."
ROM.6.12,"Kìɓe ki ghɛɛ̀sɛɛ tì ɓi min lɛ ki lamì nyoo yìn inɛ ì ti ì wulàg, lɛ kɛɛ ki lɛ ɓi kiki ɓìɓan ɓi nyoo ìnɛ̀n ì ti ì kɔ̀ngì. "
ROM.6.13,"Kɛ̀ ɓi cìtɛn ti ɓìkàɓ ɓin ɓi nyoo ɓi kìɓe fɛlɛ yɛ̀ɛ ɓyom ɓi kisay ɓi ɓi rìkì ɗi ɓiɓan ɓi ɓeɓtɛn, kìɓan kifog faana mìniìɓɔmiɗ ri Bɛ̀ll fɛlɛ yɛ̀ɛ ɓum ɓɛ̀cèm ɓɛ ɓɛ sughiì a nyɔ̀ɛ̀y, ɓì ki fa ɓikàɓ ɓin ɓi nyoo rì Bɛ̀ll ɓi sìg à ɓyom ɓi kisay, ɓi ɓi rìkì ɗi ɓiɓan ɓi ɓi ri lɛ saaɗ. "
ROM.6.14,"Kìɓe kaa làmi ɓi mini, ɓisuulɛ àa ɓìdɔ̀gsɛna ɓyɛɛ̀ làlami mìni, lɔŋ geesɛ̀n ì Bɛ̀ll."
ROM.6.15,"Nni la min? Tì rì nya ɓiì kìkii kiɓe lɛ yɛ̀ɛ ɓìdɔ̀gsɛna ɓi lamii ɓi ɓisi, lɔŋ geesɛ̀n ì Bɛ̀ll yɛ̀ɛ lamii ɓìsi wa? Ki yin fɔlɔɔ. "
ROM.6.16,"Ɓì yii ɓi lɛ, i ɓì càrɛɛ lɛ ɓi ɓa ɓɛ̀kpàn ɓɛ mum lɛ ɓi kiki ŋwaànɛ̀n miì mɛ̀wog, lɔŋ lɛ ɓì ghali ɓɛ̀kpàn ɓɛ mum ànɛ ɓi kìki mɛwog anɛ̀n; kòo lɛ kìɓe, ki ki ti ki syogìì rìwu, kòo lɛ mɛ̀wog, mɛ mɛ ti mɛ kilàg lɛ mum a ɓa lɛ saaɗ ɓi mis mɛ Bɛ̀ll? "
ROM.6.17,"Bɛ̀ll a teɗ rìkem, lɛ mìni ɓɛ ɓì ka ɓaghà ɓɛ̀kpàn ɓɛ kiɓe, ɓigomìnɛ, mìni yɛ̀ɛ mɛ nɔ̀ɔ̀ti ri nɗem win wucèm, deɓ yi ɓi rìrèsàg ɗi ɓì tekà. "
ROM.6.18,"Yɛ̀ɛ Bɛ̀ll à pisìghà mìni ɓi rìkpàn ɗi kiɓe, ɓì mɛ ghay ɓɛkpàn ɓɛ saaɗ. "
ROM.6.19,"Ǹkpaa fɔlɔɔ yɛ̀ɛ ɓum ɓɛ ti ɓɛ kpaaghì ɓisuulɛ, ɓì rì rì ìɓwɛɗ ɓi nyoo; fɛlɛ yɛ̀ɛ ɓì càɗkà ɓìkàɓ ɓin ɓi nyoo lɛ ɓyɛɛ ɓa ɓɛ̀kpàn ɓi rìkì ɗi ɓiɓan ɓi tifin, rì kìɓùùsì, lɛ ɓi ghɛɓ cɛɓ ki ɓùùɓuu, fɔlɔɔ nnɛ càrina ɓyɔ ɓigomìnɛ lɛ ɓyɛɛ ɓa ɓɛ̀kpàn ɓɛ saaɗ di ɓi ghɛɓ cɛɓ ki ki ri kìtɛnɛn."
ROM.6.20,"Lɛ yɛ̀ɛ ɓì ɓaghà ɓɛ̀kpàn ɓɛ kiɓe, ɓì ɓaghà ɓi ɓɛtiniyɛn lɛ ɓi nɔɔ̀ti saaɗ. "
ROM.6.21,"Nni ɓyom aɗi ɓyɛɛ̀ɓi ɓì fɔ̀ngà ɓi cààmɛ̀n kiǹ? Lɔŋ ɓyom ɓi ɓyɛɛ̀ fafa mini ǹtoòrìɗ ɓigomìnɛ, lɛ rìsyɔn ɗi miì ɗi ri lɛ rìwu. "
